result_04,team_04,name_04,position_04,champion_id_04,kda_04,kill_influence_04,id,result_05,team_05,name_05,position_05,champion_id_05,kda_05,kill_influence_05,result_14,team_14,name_14,position_14,champion_id_14,kda_14,kill_influence_14,result_15,team_15,name_15,position_15,champion_id_15,kda_15,kill_influence_15
1,0,tun king,4,145,0.88,0.4,3212,1,0,q1848780194,5,98,1.21,0.4,0,1,arrowIoI,4,202,2.75,0.81,0,1,AfreecaTv 춘수,5,26,3.0,0.81
0,0,누가 최고야,4,145,2.4,0.69,3213,0,0,npc 1607,5,111,0.33,0.69,1,1,arrowIoI,4,202,2.0,0.52,1,1,청출어람3,5,497,7.67,0.52
1,0,asdasdzzxacc,4,222,2.0,0.31,3217,1,0,qqq12345,5,518,0.8,0.31,0,1,im gonna love u,4,145,0.75,0.61,0,1,kk2dd,5,497,2.41,0.61
0,0,iins,4,110,1.33,0.81,3219,0,0,푸쿠이,5,99,3.0,0.81,1,1,집공 방관 미포,4,21,1.6,0.71,1,1,루리레라,5,53,5.67,0.71
0,0,Rose bloomforyou,4,498,5.0,0.35,3222,0,0,입편잎편잎편잎,5,497,0.86,0.35,1,1,땅우양,4,523,3.5,0.75,1,1,렝가레넥톤볼베,5,117,3.13,0.75
1,0,LiZhenHaoUZx04,4,96,0.78,0.53,3224,1,0,바텀끼리치고박자,5,117,2.33,0.53,0,1,기수치어,4,222,2.33,0.47,0,1,맛있게지기,5,111,2.33,0.47
1,0,zxcvbnmlop,4,221,3.0,0.4,3225,1,0,BRO Rookies,5,526,8.33,0.4,0,1,laizidiyu,4,222,1.12,0.68,0,1,맛있게지기,5,111,0.62,0.68
0,0,쿠크다스맛커피,4,498,4.5,0.75,3227,0,0,NS Callme,5,497,2.0,0.75,1,1,G2 Humanoid,4,22,0.8,0.87,1,1,AST JeongHoon,5,518,3.5,0.87
1,0,blue the wizard,4,81,2.25,0.48,3228,1,0,AST JeongHoon,5,432,4.44,0.48,0,1,tezda,4,51,7.0,0.27,0,1,Welcome 2 maimai,5,37,2.33,0.27
0,0,Bad End,4,18,4.18,0.73,3229,0,0,smlz1,5,111,5.0,0.73,1,1,LiZhenHaoUZx04,4,145,1.56,0.48,1,1,AST JeongHoon,5,201,1.4,0.48
0,0,aaaddddd,4,895,1.67,0.49,3231,0,0,AST JeongHoon,5,350,0.75,0.49,1,1,BRO Enosh,4,145,0.33,0.24,1,1,Let me sup,5,526,19.0,0.24
1,0,mubiao,4,145,4.5,0.57,3232,1,0,AST JeongHoon,5,497,3.0,0.57,0,1,moyan3,4,236,1.28,0.19,0,1,맛있게지기,5,526,4.5,0.19
0,0,읽씹맨,4,119,1.33,0.71,3233,0,0,긴장해라케리아,5,12,1.25,0.71,1,1,NS OddEye,4,15,1.12,0.96,1,1,AST JeongHoon,5,432,1.61,0.96
1,0,aaaddddd,4,360,2.56,0.52,3234,1,0,AST JeongHoon,5,111,2.25,0.52,0,1,무사 비행wxy,4,51,2.5,0.41,0,1,Chu성훈,5,432,1.33,0.41
0,0,BRO Hena,4,523,2.25,0.69,3235,0,0,chainasawman,5,412,4.6,0.69,1,1,쿠크다스맛커피,4,15,7.67,0.49,1,1,AST JeongHoon,5,432,1.91,0.49
0,0,jia xiang d1,4,895,1.33,0.64,3236,0,0,토실토실한붕어,5,412,4.6,0.64,1,1,오징오뀨,4,221,0.17,0.36,1,1,AST JeongHoon,5,117,7.0,0.36
1,0,광동 태윤,4,429,0.4,0.45,3237,1,0,AST JeongHoon,5,518,11.25,0.45,0,1,xqwasdzxcfre,4,145,2.6,0.24,0,1,BRO A SUP,5,526,11.0,0.24
0,0,리퀴드 코어장전,4,57,4.0,0.73,3238,0,0,C9 Berserker,5,235,4.33,0.73,1,1, hoekba,4,115,1.17,0.35,1,1,AST JeongHoon,5,526,6.5,0.35
0,0,zenbukorosu,4,119,8.5,0.71,3239,0,0,AST JeongHoon,5,412,1.56,0.71,1,1,KT Hype,4,145,2.0,0.16,1,1,Lehends,5,12,1.5,0.16
1,0,땅우양,4,145,1.62,0.33,3240,1,0,Slow pIay,5,526,4.17,0.33,0,1,인 연,4,51,2.83,0.79,0,1,AST JeongHoon,5,99,1.38,0.79
1,0,Deft DK,4,498,1.6,0.8,3241,1,0,못하기,5,12,4.25,0.8,0,1,KDF 태윤,4,429,1.22,0.88,0,1,제주사는치매청년,5,518,2.2,0.88
1,0,blue the wizard,4,147,1.43,0.71,3242,1,0,llllIlIIIlllIII,5,111,2.72,0.71,0,1,인 연,4,429,1.11,0.68,0,1,먹고살게해주세요,5,526,2.97,0.68
1,0,Sangchu,4,145,5.5,0.48,3243,1,0,억롤남,5,555,3.11,0.48,0,1,Gen G Ruler,4,429,5.5,0.93,0,1,일 편,5,432,5.5,0.93
1,0,소년가장 원딜,4,81,0.0,0.28,3245,1,0,억롤남,5,74,8.0,0.28,0,1,XDXDMYBAD,4,145,8.0,0.21,0,1,se1f,5,555,8.0,0.21
0,0,XDXDMYBAD,4,523,1.14,0.6,3246,0,0,광바다,5,432,1.5,0.6,1,1,Rose bloomforyou,4,221,4.0,0.2,1,1,thinkkk,5,526,2.0,0.2
0,0,Lonelypatients,4,145,1.57,0.53,3247,0,0,IgNar,5,12,2.0,0.53,1,1,Xianghanzhi1,4,498,3.17,0.36,1,1,xihuan daye,5,497,0.56,0.36
1,0,cSeRo,4,157,8.33,0.72,3250,1,0,마음은멈춘물과같,5,497,3.0,0.72,0,1,iosabdiusabid,4,429,2.67,0.64,0,1,Lovepanpan,5,111,3.91,0.64
1,0,DK Jinbeom,4,29,0.6,0.33,3251,1,0,zaqwxsecdrfv,5,89,1.14,0.33,0,1,Miryang ad,4,145,2.5,0.28,0,1,20chuan dou pi,5,526,4.0,0.28
1,0,xxxxxm,4,145,1.5,0.53,3252,1,0,렐복치,5,526,1.4,0.53,0,1,커여운물개,4,119,17.0,0.57,0,1,xihuan daye,5,111,4.33,0.57
1,0,오징오뀨,4,115,2.67,0.27,3253,1,0,qingshu y,5,497,1.33,0.27,0,1,zxcvbnmlop,4,110,1.0,0.28,0,1,Lotsoo,5,526,0.5,0.28
0,0,누완노,4,145,1.67,0.31,3254,0,0,gky3,5,526,2.0,0.31,1,1,Rose bloomforyou,4,81,0.67,0.44,1,1,범코야끼,5,143,7.0,0.44
1,0,이즈직스,4,81,1.47,0.27,3255,1,0,두데지,5,127,0.33,0.27,0,1,1 LV ALL IN,4,21,7.0,0.47,0,1,pasts,5,111,6.0,0.47
0,0,S2Zi존동희S2,4,51,1.0,0.09,3256,0,0,wuhanshuaige,5,12,4.0,0.09,1,1,아기뚱돼지,4,145,0.67,0.33,1,1,ArtistDay,5,555,0.58,0.33
1,0,역경지수가높다,4,145,2.2,0.51,3257,1,0,shunjian,5,12,2.33,0.51,0,1,커피마시지말자,4,15,3.0,0.55,0,1,mi yun bu yu,5,526,3.0,0.55
1,0,underdog3,4,429,2.0,0.48,3258,1,0,서정언,5,497,2.67,0.48,0,1,lol즐겜러,4,145,2.5,0.45,0,1,xiao q1ng shen,5,111,2.67,0.45
0,0,KT Hype,4,498,9.0,0.68,3261,0,0,수명단축협곡,5,235,0.33,0.68,1,1,미소 엄마3,4,145,4.0,0.64,1,1,HLE Pooh,5,497,2.5,0.64
1,0,읽씹맨,4,110,1.6,0.25,3264,1,0,타 잔,5,143,1.6,0.25,0,1,NS Jiwoo,4,64,3.69,0.39,0,1,HLE Lure,5,235,0.8,0.39
0,0,댕청잇,4,24,0.5,0.12,3265,0,0,HLE Lure,5,235,0.5,0.12,1,1,BRO Hena,4,15,1.0,0.23,1,1,Lehends,5,53,0.5,0.23
0,0,T1 Gumayusi,4,360,0.2,0.15,3266,0,0,C9 Berserker,5,12,1.33,0.15,1,1,BRO Hena,4,15,1.0,0.33,1,1,Seven,5,432,2.0,0.33
1,0,haoyunpupu,4,29,3.2,0.29,3267,1,0,IlIlIlIIlllllIII,5,12,2.8,0.29,0,1,65b08fda7d1a,4,15,1.94,0.77,0,1,lbd3,5,497,7.0,0.77
0,0,어쩔마문,4,145,3.5,0.27,3268,0,0,나 이쨩,5,12,1.29,0.27,1,1,에고 귀엽다,4,895,18.0,0.39,1,1,EIement Mystic,5,497,4.6,0.39
1,0,doggo0114,4,222,1.09,0.39,3269,1,0,EIement Mystic,5,526,2.17,0.39,0,1,우기영,4,523,9.33,0.48,0,1,T1JaceylovEUzi신,5,12,4.57,0.48
0,0,Lonelypatients,4,429,4.18,0.72,3270,0,0,EIement Mystic,5,518,1.8,0.72,1,1,KT Way1,4,145,2.6,0.71,1,1,lanl,5,526,0.22,0.71
0,0,HLE Pyeonsik,4,51,1.32,0.63,3271,0,0,EIement Mystic,5,99,2.0,0.63,1,1,Ego Battle,4,15,0.67,0.41,1,1,DK absolute,5,902,1.83,0.41
1,0,자신을 통제해라,4,145,11.0,0.36,3273,1,0,EIement Mystic,5,497,7.33,0.36,0,1,CrazyCat33,4,119,8.67,1.0,0,1,긴장해라케리아,5,111,0.98,1.0
1,0,이순모,4,18,9.0,0.44,3274,1,0,EIement Mystic,5,497,9.0,0.44,0,1,Rifle,4,523,1.8,0.25,0,1,thinkkk,5,111,0.6,0.25
1,0,일광맨,4,145,1.67,0.12,3275,1,0,아 히 짱,5,412,1.17,0.12,0,1,city walk1,4,110,3.25,0.29,0,1,EIement Mystic,5,518,3.0,0.29
0,0,DWG Ghost,4,895,0.4,0.39,3277,0,0,EIement Mystic,5,350,7.0,0.39,1,1,초카와이나나쿤,4,145,0.68,0.13,1,1,mv6,5,12,0.8,0.13
1,0,롤조아 롤미워,4,202,3.4,0.2,3279,1,0,IlIlIlIIlllllIII,5,12,0.33,0.2,0,1,iins,4,360,3.67,0.77,0,1,EIement Mystic,5,526,0.5,0.77
1,0,ADC0315,4,145,1.0,0.32,3280,1,0,saigo no chosen,5,12,0.67,0.32,0,1,너떳어임마,4,429,5.67,0.29,0,1,EIement Mystic,5,412,0.67,0.29
1,0,moyan3,4,145,1.5,0.41,3281,1,0,호랑이가될남자,5,432,13.0,0.41,0,1,구름소나기,4,429,4.31,0.65,0,1,EIement Mystic,5,518,8.33,0.65
0,0,pasts,4,145,2.36,0.41,3282,0,0,EIement Mystic,5,518,0.64,0.41,1,1,넌나의 A й G E L,4,429,4.0,0.95,1,1,G2 Smoker,5,44,2.62,0.95
1,0,city walk1,4,145,3.43,0.88,3283,1,0,사람 안 믿어,5,12,2.69,0.88,0,1,매일 졸려여,4,360,3.68,0.81,0,1,EIement Mystic,5,526,5.4,0.81
0,0,ADC0315,4,498,1.38,0.57,3284,0,0,EIement Mystic,5,518,1.5,0.57,1,1,pasts,4,145,1.38,0.81,1,1,jia xian9 di,5,143,3.96,0.81
1,0,7538,4,51,1.33,0.48,3288,1,0,LLL Croc,5,43,1.0,0.48,0,1,Rifle,4,81,5.0,0.71,0,1,sorry1,5,518,1.5,0.71
0,0,초카와이나나쿤,4,51,3.27,0.68,3289,0,0,자신있게 못하기,5,53,1.0,0.68,1,1,7538,4,119,7.67,0.29,1,1,Dorian3,5,111,0.5,0.29
1,0,Vetheo1,4,157,1.8,0.71,3291,1,0,jia xiang d1,5,235,8.0,0.71,0,1,카와이 뽀시,4,145,1.86,0.88,0,1,Lotsoo,5,53,3.23,0.88
0,0,Jchu,4,236,7.5,0.35,3292,0,0,Destiny,5,89,12.0,0.35,1,1,Shiy2,4,429,1.11,0.21,1,1,Hoxpi,5,555,2.25,0.21
0,0,qsadaeasdz,4,221,6.0,0.12,3294,0,0,Bluerzor fanboy,5,53,0.33,0.12,1,1,Gen G SIayer,4,202,0.79,0.67,1,1,숨죽이세요,5,518,4.82,0.67
1,0,Gen G SIayer,4,202,0.5,0.4,3295,1,0,hold me7,5,12,0.5,0.4,0,1,npc 1607,4,145,0.79,0.15,0,1,1325654632168,5,79,0.29,0.15
1,0,RADAR1,4,429,4.0,0.33,3297,1,0,리퀴드 코어장전,5,44,4.5,0.33,0,1,moyan3,4,145,5.0,0.89,0,1,판다의대나무먹방,5,888,1.75,0.89
1,0,카와이 뽀시,4,145,5.0,0.32,3298,1,0,리퀴드 코어장전,5,12,2.6,0.32,0,1,city walk1,4,15,1.0,0.29,0,1,농심라면다내꺼야,5,44,2.0,0.29
0,0,underdog3,4,429,7.0,0.31,3299,0,0,DK Walrus,5,111,0.25,0.31,1,1,김빵덕1,4,81,2.0,0.27,1,1,winny6,5,12,7.5,0.27
1,0,aaaddddd,4,145,7.0,0.17,3300,1,0,Reoki,5,518,3.0,0.17,0,1,ADC0315,4,119,3.33,0.41,0,1,Chu성훈,5,53,10.4,0.41
0,0,NS Jiwoo,4,15,1.5,0.36,3302,0,0,Moham12345,5,497,1.33,0.36,1,1,긴장해라쇼메이커,4,145,1.0,0.8,1,1,긴장해라케리아,5,526,1.22,0.8
0,0,carrryy,4,236,3.78,0.51,3305,0,0,xiaocann,5,902,3.0,0.51,1,1,Jchu,4,145,2.0,0.24,1,1,Let u in,5,53,1.33,0.24
1,0,carrryy,4,110,13.0,0.69,3306,1,0,lbd3,5,111,0.6,0.69,0,1,거듭 공격하다,4,81,2.67,0.33,0,1,Harambe,5,235,0.2,0.33
0,0,carrryy,4,81,2.17,0.51,3307,0,0,HLE Pooh,5,235,3.0,0.51,1,1,자신을 통제해라,4,523,1.6,0.63,1,1,kk2dd,5,497,4.33,0.63
1,0,NS OddEye,4,498,3.17,0.81,3308,1,0,KSCERATO,5,111,1.17,0.81,0,1,carrryy,4,145,5.0,0.57,0,1,대성 sup,5,497,0.43,0.57
0,0,carrryy,4,145,3.67,0.39,3309,0,0,호랑이가될남자,5,12,0.8,0.39,1,1,피그도그,4,110,5.58,0.59,1,1,Capoo,5,526,1.0,0.59
0,0,carrryy,4,119,1.86,0.25,3310,0,0,Harambe,5,16,5.75,0.25,1,1,김빵덕1,4,81,0.5,0.85,1,1,winny6,5,526,3.58,0.85
0,0,carrryy,4,15,4.38,0.57,3311,0,0,1325654632168,5,111,1.6,0.57,1,1,내 채팅용,4,555,1.27,0.4,1,1, hoekba,5,235,2.4,0.4
0,0,carrryy,4,236,7.0,0.43,3312,0,0,Kim Sang Hoon,5,526,0.4,0.43,1,1,n1u123,4,145,0.75,0.11,1,1,C9 ZVENN,5,12,16.0,0.11
0,0,긴장해라케리아,4,145,1.12,0.4,3313,0,0,IlIlIlIIlllllIII,5,497,0.11,0.4,1,1,carrryy,4,236,2.38,0.29,1,1,BRO Pollu,5,12,1.67,0.29
0,0,carrryy,4,498,1.25,0.81,3314,0,0,HLE Pyeonsik,5,497,0.5,0.81,1,1,김빵덕1,4,523,2.14,0.63,1,1,8917,5,12,1.5,0.63
0,0,김빵덕1,4,523,3.0,0.45,3315,0,0,델리델리델리빵,5,497,3.25,0.45,1,1,carrryy,4,498,2.5,0.21,1,1,유틸만하는계정,5,888,2.0,0.21
0,0,carrryy,4,51,4.0,0.33,3316,0,0,locn,5,526,5.71,0.33,1,1,눈 속이기,4,202,3.0,0.17,1,1,Lehends,5,111,0.5,0.17
0,0,Mireia,4,119,4.5,0.71,3317,0,0,저 춤 못춰요,5,526,0.72,0.71,1,1,carrryy,4,110,0.4,0.31,1,1,winny6,5,12,8.5,0.31
1,0,상식적으로,4,145,0.11,0.25,3318,1,0,알쿵이달쿵,5,12,3.5,0.25,0,1,carrryy,4,221,8.0,0.41,0,1,동글동글빵빵,5,432,9.0,0.41
1,0,gweqoiuj,4,360,3.33,0.25,3319,1,0,cuicuisha,5,53,12.0,0.25,0,1,무사 비행wxy,4,119,1.0,0.11,0,1,lbd3,5,875,1.0,0.11
0,0,piop5,4,429,4.0,0.37,3320,0,0,날개 크리보Lv1,5,3,5.88,0.37,1,1,Want T0 Be HappY,4,22,7.0,0.16,1,1,wuhanshuaige,5,12,1.0,0.16
0,0,무사 비행wxy,4,119,1.0,0.36,3321,0,0,Harambe,5,432,0.8,0.36,1,1,EST AD,4,115,2.5,0.35,1,1,thinkkk,5,111,1.25,0.35
1,0,무사 비행wxy,4,119,1.25,0.63,3322,1,0,늑대의사,5,412,17.0,0.63,0,1,최강 고세구1,4,236,1.5,0.2,0,1,choice2,5,201,0.0,0.2
0,0,무사 비행wxy,4,498,3.33,0.83,3327,0,0,lbd3,5,12,4.5,0.83,1,1,wkeitj,4,22,0.5,0.95,1,1,ntbtd3,5,526,5.5,0.95
0,0,CrazyCat33,4,222,3.5,0.77,3329,0,0,Lotsoo,5,12,3.5,0.77,1,1,무사 비행wxy,4,429,2.56,0.68,1,1,웃는 누누,5,111,1.6,0.68
1,0,city walk1,4,360,4.0,0.76,3330,1,0,huyaqingchen,5,526,1.88,0.76,0,1,무사 비행wxy,4,429,3.17,0.32,0,1,할까말까할땐할까,5,111,6.0,0.32
1,0,해라단디,4,222,10.0,0.32,3333,1,0,secret591,5,201,1.0,0.32,0,1,Daydreamer d,4,145,9.0,0.49,0,1,황포강을 뛰다,5,111,1.5,0.49
1,0,아프리카 러밀,4,115,2.17,0.88,3336,1,0,Harambe,5,432,6.0,0.88,0,1,해라단디,4,81,2.0,0.29,0,1,kakaxi7,5,43,4.5,0.29
0,0,zhulinlin09,4,202,1.62,0.19,3338,0,0,wuhanshuaige,5,497,2.75,0.19,1,1,해라단디,4,81,16.0,0.95,1,1,ntbtd3,5,526,5.0,0.95
0,0,xiangchu1,4,145,0.67,0.52,3343,0,0,Dorian3,5,12,2.25,0.52,1,1,gweqoiuj,4,360,1.25,0.15,1,1,호잇이,5,79,0.67,0.15
1,0,qsadaeasdz,4,51,7.0,0.76,3344,1,0,내 채팅용,5,555,1.46,0.76,0,1,피그도그,4,222,2.0,0.24,0,1,B0NN1E,5,111,4.33,0.24
1,0,xiangchu1,4,81,0.88,0.44,3345,1,0,Let me sup,5,432,1.2,0.44,0,1,피그차이나,4,222,1.0,0.47,0,1,Kingen,5,12,0.62,0.47
0,0,창원 대학병원,4,222,2.5,0.51,3346,0,0,줘패놓기전에 눈 깔고다녀라,5,497,1.43,0.51,1,1,xrdeokdam,4,81,4.4,0.53,1,1,zaqwxsecdrfv,5,235,7.0,0.53
1,0,doggo0114,4,115,31.0,0.77,3348,1,0,swordart7,5,497,5.0,0.77,0,1,Deft DK,4,145,1.14,0.57,0,1,청출어람3,5,526,0.8,0.57
0,0,NS OddEye,4,222,0.17,0.45,3349,0,0,청출어람3,5,412,0.79,0.45,1,1,xiangchu1,4,145,9.5,0.75,1,1,DDDRXX,5,53,1.43,0.75
1,0,65b08fda7d1a,4,15,8.6,0.6,3350,1,0,동냥아치,5,902,17.0,0.6,0,1,다시한번1,4,202,12.0,0.35,0,1,열정은 식지 않아,5,111,0.5,0.35
0,0,xycg,4,145,4.67,0.21,3353,0,0,IlIlIlIIlllllIII,5,526,2.0,0.21,1,1,채팅참기챌린지,4,498,10.0,0.28,1,1,xiaocann,5,12,17.0,0.28
1,0,모래상자,4,81,2.4,0.16,3355,1,0,Rikishi,5,497,0.83,0.16,0,1,읽씹맨,4,145,10.0,0.4,0,1,채팅참기챌린지,5,111,13.0,0.4
0,0,채팅참기챌린지,4,15,4.0,0.45,3356,0,0,Let me sup,5,526,10.0,0.45,1,1,BRO Hena,4,202,5.38,0.97,1,1,Ego BattIe,5,12,3.14,0.97
0,0,골프치는 고양이,4,498,6.44,0.4,3365,0,0,서폿챔추천좀,5,555,1.5,0.4,1,1,창원 대학병원,4,145,16.0,0.27,1,1,godeppin,5,497,1.0,0.27
1,0,뚱땡뚱땡뚱,4,236,11.0,0.73,3367,1,0,서폿챔추천좀,5,555,1.44,0.73,0,1,광동 태윤,4,145,0.67,0.32,0,1,DDDRXX,5,111,3.5,0.32
0,0,Deft DK,4,145,0.0,0.41,3368,0,0,Khae1,5,111,11.0,0.41,1,1,숨바꼭질,4,429,12.5,0.37,1,1,xiaocann,5,44,9.0,0.37
1,0,으끄으끄,4,221,0.57,0.64,3369,1,0,Shadow Nia,5,497,0.8,0.64,0,1,1325654632168,4,145,0.85,0.41,0,1,ninth palace,5,12,2.0,0.41
0,0,jia xiang d1,4,360,5.5,0.6,3370,0,0,Moham12345,5,526,4.33,0.6,1,1,으끄으끄,4,81,0.14,0.19,1,1,C9 ZVENN,5,497,4.5,0.19
0,0,xycg,4,110,1.17,0.77,3371,0,0,푸쿠이,5,518,1.89,0.77,1,1,050918,4,223,20.0,0.8,1,1,BRO A JUG,5,235,1.62,0.8
0,0,pdxsm3,4,145,0.14,0.15,3372,0,0,C9 ZVENN,5,12,3.67,0.15,1,1,무사 비행wxy,4,429,10.0,0.21,1,1,청출어람3,5,888,0.75,0.21
0,0,으끄으끄,4,51,3.34,0.81,3374,0,0,jia xiang d1,5,235,2.86,0.81,1,1,KT Hype,4,202,2.5,0.67,1,1,Bluerzor fanboy,5,12,2.0,0.67
0,0,우승을 차지하다,4,115,6.5,0.81,3375,0,0,매일 졸려여,5,555,1.33,0.81,1,1,channeling,4,15,8.0,0.63,1,1,050918,5,497,1.7,0.63
0,0,으끄으끄,4,202,6.5,0.41,3379,0,0,T1 Gumayusi,5,43,1.5,0.41,1,1,Damn JG,4,51,1.5,0.85,1,1,U move me,5,518,14.0,0.85
0,0,haoyunpupu,4,29,12.0,0.67,3380,0,0,xiaocann,5,12,1.67,0.67,1,1,T1 Gumayusi,4,202,2.71,0.64,1,1,Doesnt matterr,5,526,3.0,0.64
1,0,T1 Gumayusi,4,145,0.0,0.21,3384,1,0,Let u in,5,53,13.0,0.21,0,1,npc 1607,4,81,3.25,0.51,0,1,Moham12345,5,432,0.38,0.51
1,0,jia xiang d1,4,145,1.5,0.28,3386,1,0,내 채팅용,5,555,3.0,0.28,0,1,숨바꼭질,4,429,4.5,0.75,0,1,Shadow Nia,5,526,8.33,0.75
1,0,blue the wizard,4,147,4.2,0.29,3390,1,0,villain supreme,5,79,6.0,0.29,0,1,아기뚱돼지,4,429,3.8,0.73,0,1,쉔드백,5,98,14.0,0.73
1,0,aaaddddd,4,51,2.5,0.27,3391,1,0,sry team my bad,5,518,2.29,0.27,0,1,Chang Min ,4,69,3.0,0.91,0,1,Shadow Nia,5,111,6.0,0.91
1,0,Daydreamer d,4,429,3.5,0.6,3392,1,0,sssh3,5,12,5.33,0.6,0,1,어둠이 몰려오다,4,523,1.9,0.57,0,1,울팀개못함진짜,5,412,5.5,0.57
0,0,오징오뀨,4,221,1.5,0.45,3394,0,0,시작시작시작,5,497,3.0,0.45,1,1,NS OddEye,4,145,3.0,0.39,1,1,ninth palace,5,526,1.61,0.39
1,0,상식적으로,4,145,1.5,0.37,3395,1,0,daoxinsomoking,5,53,5.67,0.37,0,1,포소포소,4,429,0.71,0.25,0,1,Refuge,5,526,1.43,0.25
0,0,Ego Battle,4,51,6.0,0.33,3396,0,0,cuicuisha,5,201,2.0,0.33,1,1,S2Zi존동희S2,4,119,5.25,0.84,1,1,daoxinsomoking,5,53,1.5,0.84
1,0,iins,4,523,2.25,0.41,3397,1,0,Harambe,5,432,5.33,0.41,0,1,boo99,4,145,1.57,0.88,0,1,또이또인간,5,25,2.25,0.88
1,0,lyylyy1,4,119,4.47,0.61,3399,1,0,Lehends,5,111,1.14,0.61,0,1,HLE Pooh,4,223,1.0,0.52,0,1,창원 대학병원,5,235,2.0,0.52
0,0,Run il,4,15,3.8,0.23,3400,0,0,송제우,5,497,2.12,0.23,1,1,bnnae,4,498,2.29,0.56,1,1,Harambe,5,235,11.5,0.56
0,0,daoxinsomok1ng,4,145,2.75,0.37,3401,0,0,G0d Thunder,5,497,2.29,0.37,1,1,정수냥 Fan,4,895,2.86,0.53,1,1,축신맹구,5,235,1.78,0.53
1,0,qasdzxcvewz,4,145,1.5,0.64,3402,1,0,서폿챔추천좀,5,555,2.83,0.64,0,1,daoxinsomok1ng,4,119,2.66,0.48,0,1,jia xian9 di,5,111,0.4,0.48
1,0,신이 되는 길요,4,145,1.0,0.56,3403,1,0,Kingen,5,89,7.0,0.56,0,1,qasdzxcvewz,4,498,1.86,0.2,0,1,긍정적인시선,5,53,0.0,0.2
0,0,HLE Pyeonsik,4,145,5.25,0.84,3404,0,0,나는수달이좋아,5,111,1.29,0.84,1,1,Bobbi Althoff,4,119,2.25,0.6,1,1,Lotsoo,5,12,15.0,0.6
0,0,창원 대학병원,4,429,1.8,0.37,3406,0,0,디그디,5,53,1.82,0.37,1,1,ucal,4,145,1.4,0.29,1,1,city walk1,5,111,2.67,0.29
0,0,lactea420,4,81,0.83,0.81,3407,0,0,zaqwxsecdrfv,5,43,1.33,0.81,1,1,jla xiang di,4,202,7.67,0.68,1,1,섹 지,5,143,4.5,0.68
1,0,결 혼,4,222,8.33,0.57,3409,1,0,sunghyuk39,5,53,1.0,0.57,0,1,NS OddEye,4,81,5.5,0.67,0,1,섹 지,5,143,1.44,0.67
0,0,축신맹구,4,51,1.33,0.6,3410,0,0,섹 지,5,25,1.0,0.6,1,1,Rin Itoshi,4,18,3.25,0.2,1,1,먹고살게해주세요,5,12,0.0,0.2
0,0,비아비아 ,4,145,3.2,0.24,3411,0,0,섹 지,5,888,4.5,0.24,1,1,gweqoiuj,4,360,5.67,0.88,1,1,DDDRXX,5,555,2.17,0.88
0,0,난성공,4,145,2.6,0.67,3412,0,0,qsadaeasdz,5,555,4.75,0.67,1,1,T1 Gumayusi,4,429,3.5,0.52,1,1,섹 지,5,888,2.25,0.52
0,0,pdxsm3,4,895,11.5,0.39,3413,0,0,섹 지,5,37,5.5,0.39,1,1,gxh3,4,18,1.5,0.19,1,1,TraytoN,5,497,1.5,0.19
0,0,매일운동하는사람,4,429,11.0,0.31,3415,0,0,huyaqingchen,5,497,3.33,0.31,1,1,LSB Diable,4,110,13.0,0.55,1,1,섹 지,5,143,3.0,0.55
0,0,블루리쉬잘해요,4,498,6.8,0.8,3416,0,0,델리델리델리빵,5,497,6.0,0.8,1,1,pdxsm3,4,81,1.44,0.79,1,1,섹 지,5,37,2.4,0.79
0,0,G2 Humanoid,4,222,1.33,0.35,3419,0,0,Enndme,5,111,3.0,0.35,1,1,ooi3,4,145,3.0,0.64,1,1,Mocha,5,526,3.53,0.64
1,0,CrazyCat33,4,222,2.6,0.56,3420,1,0,IlIlIlIIlllllIII,5,111,1.43,0.56,0,1,piop5,4,110,1.4,0.29,0,1,또또죽냐,5,888,3.0,0.29
1,0,Vetheo1,4,222,2.0,0.2,3421,1,0,니카 모드,5,412,0.75,0.2,0,1,aaaddddd,4,145,1.4,0.59,0,1,역시폭군,5,154,5.0,0.59
0,0,결 혼,4,429,1.4,0.61,3422,0,0,응아잇칫뿡12번,5,235,6.5,0.61,1,1,white Picture,4,236,9.0,0.69,1,1,델리델리델리빵,5,497,6.5,0.69
0,0,어쩔마문,4,222,3.67,0.27,3424,0,0,하지마라고했잔아,5,53,1.0,0.27,1,1,jla xiang di,4,523,9.0,0.69,1,1,Dorian3,5,412,2.0,0.69
1,0,하이머딩동,4,74,11.5,0.4,3426,1,0,Dorian3,5,555,4.5,0.4,0,1,pig컬,4,51,6.0,0.29,0,1,MiloBramble,5,235,2.0,0.29
0,0,Daydreamer d,4,110,1.6,0.47,3427,0,0,Dorian3,5,432,1.27,0.47,1,1,하이머딩동,4,74,4.2,0.33,1,1,모딱민,5,53,2.43,0.33
0,0,설램덩크,4,202,0.73,0.81,3428,0,0,Oh0Tech,5,235,4.0,0.81,1,1,good t1me,4,498,10.0,0.73,1,1,Dorian3,5,111,1.5,0.73
1,0,qasdzxcvewz,4,222,1.0,0.44,3430,1,0,chainasawman,5,412,2.0,0.44,0,1,난성공,4,429,12.0,0.69,0,1,IlIlIlIIlllllIII,5,53,4.89,0.69
1,0,NS Callme,4,115,1.69,0.37,3432,1,0,KT Way,5,555,2.5,0.37,0,1,xycg,4,895,5.67,0.59,0,1,DK Sharvel,5,497,5.4,0.59
